source,count,message_shape
pdx_persistent_reader,1,"Error: ""There'X'county'X'c_sinai': county, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'county'X'c_tinmallal': county, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'county'X'c_fes': county, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'barony'X'b_subu': barony, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'barony'X'b_an-najaf': barony, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'county'X'c_damascus': county, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'county'X'c_palmyra': county, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'county'X'c_basra': county, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'county'X'c_nizwa': county, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'county'X'c_sijilmasa': county, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'county'X'c_qatif': county, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'county'X'c_yamama': county, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'county'X'c_qom': county, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'county'X'c_sinjar': county, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'county'X'c_baalbek': county, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'county'X'c_ninive': county, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'county'X'c_mandestan': county, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'county'X'c_bakharz': county, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'county'X'c_semien': county, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'county'X'c_acre': county, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'barony'X'b_nablus': barony, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'county'X'c_itil': county, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'barony'X'b_kunjakari': barony, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'county'X'c_manipur': county, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'county'X'c_hamadan': county, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'barony'X'b_hamadan': barony, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'barony'X'b_al-hila': barony, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'county'X'c_ahvaz': county, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'county'X'c_samarkand': county, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'county'X'c_udabhanda': county, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'county'X'c_cairo': county, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'barony'X'b_hulwan-cairo': barony, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'county'X'c_gaya': county, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'county'X'c_lumbini': county, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'county'X'c_vidisa': county, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'barony'X'b_sanchi': barony, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'county'X'c_sagya': county, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'county'X'c_dagon': county, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'county'X'c_ava': county, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'county'X'c_sittaung': county, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'county'X'c_phiti': county, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'county'X'c_nallamala': county, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'county'X'c_ayodhya': county, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'county'X'c_mathura': county, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'county'X'c_sthanisvara': county, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'county'X'c_kanchipuram': county, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'county'X'c_ujjayini': county, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'county'X'c_dvaraka': county, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
